,Name,Number,Alt Number,HP,Attack,SpAttack,Defense,SpDefense,Speed,Legendary,Mythical,Pseudolegendary,Fully Evolved,Has Temporary Form,Type1,Type2,Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy
577,Stufful,759,,70,75,45,50,50,50,0,0,0,0,0,Normal,Fighting,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
578,Bewear,760,,120,125,55,80,60,60,0,0,0,1,0,Normal,Fighting,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.5,0.5,0.0,1.0,0.5,1.0,2.0
579,Bounsweet,761,,42,30,30,38,38,32,0,0,0,0,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
580,Steenee,762,,52,40,40,48,48,62,0,0,0,0,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
581,Tsareena,763,,72,120,50,98,98,72,0,0,0,1,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
582,Comfey,764,,51,52,82,90,110,100,0,0,0,1,0,Fairy,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
583,Oranguru,765,,90,60,90,80,110,60,0,0,0,1,0,Normal,Psychic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
584,Passimian,766,,100,120,40,90,60,80,0,0,0,1,0,Fighting,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
585,Wimpod,767,,25,35,20,40,30,80,0,0,0,0,0,Fighting,Water,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
586,Golisopod,768,,75,125,60,140,90,40,0,0,0,1,0,Fighting,Water,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
587,Sandygast,769,,55,55,70,80,45,15,0,0,0,0,0,Fighting,Ground,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
588,Palossand,770,,85,75,100,110,75,35,0,0,0,1,0,Fighting,Ground,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
609,Turtonator,776,,60,78,91,135,85,36,0,0,0,1,0,Fire,Dragon,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0
610,Togedemaru,777,,65,98,40,63,73,96,0,0,0,1,0,Electric,Steel,1.0,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
611,Mimikyu,778,,55,90,50,80,105,96,0,0,0,1,0,Ghost,Fairy,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.25,1.0,2.0,0.0,1.0,2.0,1.0
612,Drampa,780,,78,60,135,85,91,36,0,0,0,1,0,Normal,Dragon,1.0,0.5,0.5,0.5,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0
613,Dhelmise,781,,70,131,86,100,90,40,0,0,0,1,0,Ghost,Grass,1.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
643,Grookey,810,,50,65,40,50,40,65,0,0,0,0,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
644,Thwackey,811,,70,85,55,70,60,80,0,0,0,0,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
645,Rillaboom,812,,100,125,60,90,70,85,0,0,0,1,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
646,Scorbunny,813,,50,71,40,40,40,69,0,0,0,0,0,Fire,-,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
647,Raboot,814,,65,86,55,60,60,94,0,0,0,0,0,Fire,-,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
648,Cinderace,815,,80,116,65,75,75,119,0,0,0,1,0,Fire,-,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
649,Sobble,816,,50,40,70,40,40,70,0,0,0,0,0,Water,-,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
650,Drizzile,817,,65,60,95,55,55,90,0,0,0,0,0,Water,-,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
651,Inteleon,818,,70,85,125,65,65,120,0,0,0,1,0,Water,-,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
652,Skwovet,819,,70,55,35,55,35,25,0,0,0,0,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
653,Greedent,820,,120,95,55,95,75,20,0,0,0,1,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
654,Rookidee,821,,38,47,33,35,35,57,0,0,0,0,0,Flying,-,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
655,Corvisquire,822,,68,67,43,55,55,77,0,0,0,0,0,Flying,-,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
656,Corviknight,823,,98,87,53,105,85,67,0,0,0,1,0,Flying,Steel,1.0,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
658,Dottler,825,,50,35,50,80,90,30,0,0,0,0,0,Bug,Psychic,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0
659,Orbeetle,826,,60,45,80,110,120,90,0,0,0,1,0,Bug,Psychic,1.0,2.0,1.0,1.0,0.5,1.0,0.25,1.0,0.5,2.0,0.5,2.0,2.0,2.0,1.0,2.0,1.0,1.0
660,Nickit,827,,40,28,47,28,52,50,0,0,0,0,0,Dark,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
661,Thievul,828,,70,58,87,58,92,90,0,0,0,1,0,Dark,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
662,Gossifleur,829,,40,40,40,60,60,10,0,0,0,0,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
663,Eldegoss,830,,60,50,80,90,120,60,0,0,0,1,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
664,Wooloo,831,,42,40,40,55,45,48,0,0,0,0,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
665,Dubwool,832,,72,80,60,100,90,88,0,0,0,1,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
666,Chewtle,833,,50,64,38,50,38,44,0,0,0,0,0,Water,-,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
667,Drednaw,834,,90,115,48,90,68,74,0,0,0,1,0,Water,Rock,1.0,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
668,Yamper,835,,59,45,40,50,50,26,0,0,0,0,0,Electric,-,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
669,Boltund,836,,69,90,90,60,60,121,0,0,0,1,0,Electric,-,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
670,Rolycoly,837,,30,40,40,50,50,30,0,0,0,0,0,Rock,-,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
671,Carkol,838,,80,60,60,90,70,50,0,0,0,0,0,Rock,Fire,1.0,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
672,Coalossal,839,,110,80,80,120,90,30,0,0,0,1,0,Rock,Fire,1.0,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
673,Applin,840,,40,40,40,80,40,20,0,0,0,0,0,Grass,Dragon,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
674,Flapple,841,,70,110,95,80,60,70,0,0,0,1,0,Grass,Dragon,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
675,Appletun,842,,110,85,100,80,80,30,0,0,0,1,0,Grass,Dragon,1.0,1.0,0.25,0.25,0.25,4.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
676,Silicobra,843,,52,57,35,75,50,46,0,0,0,0,0,Ground,-,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
677,Sandaconda,844,,72,107,65,125,70,71,0,0,0,1,0,Ground,-,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
678,Cramorant,845,,70,85,85,55,95,85,0,0,0,1,0,Water,Flying,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
679,Arrokuda,846,,41,63,40,40,30,66,0,0,0,0,0,Water,-,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
680,Barraskewda,847,,61,123,60,60,50,136,0,0,0,1,0,Water,-,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
681,Toxel,848,,40,38,54,35,35,40,0,0,0,0,0,Electric,Poison,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
682,Toxtricity (low key),849,849-l,75,98,114,70,70,75,0,0,0,1,0,Electric,Poison,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
683,Toxtricity (amped),849,,75,98,114,70,70,75,0,0,0,1,0,Electric,Poison,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
684,Sizzlipede,850,,50,65,50,45,50,45,0,0,0,0,0,Fire,Bug,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
685,Centiskorch,851,,100,115,90,65,90,65,0,0,0,1,0,Fire,Bug,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5
686,Clobbopus,852,,50,68,50,60,50,32,0,0,0,0,0,Fighting,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
687,Grapploct,853,,80,118,70,90,80,42,0,0,0,1,0,Fighting,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
688,Sinistea,854,,40,45,74,45,54,50,0,0,0,0,0,Ghost,-,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
689,Polteageist,855,,60,65,134,65,114,70,0,0,0,1,0,Ghost,-,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
690,Hatenna,856,,42,30,56,45,53,39,0,0,0,0,0,Psychic,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
691,Hattrem,857,,57,40,86,65,73,49,0,0,0,0,0,Psychic,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
692,Hatterene,858,,57,90,136,95,103,29,0,0,0,1,0,Psychic,Fairy,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
693,Impidimp,859,,45,45,55,30,40,50,0,0,0,0,0,Dark,Fairy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0
694,Morgrem,860,,65,60,75,45,55,70,0,0,0,0,0,Dark,Fairy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0
695,Grimmsnarl,861,,95,120,95,65,75,60,0,0,0,1,0,Dark,Fairy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,0.25,2.0,2.0
696,Obstagoon,862,,93,90,60,101,81,95,0,0,0,1,0,Dark,Normal,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
697,Perrserker,863,,70,110,50,100,60,50,0,0,0,1,0,Steel,-,1.0,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
698,Cursola,864,,60,95,145,50,130,30,0,0,0,1,0,Ghost,-,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
699,Sirfetch'd,865,,62,135,68,95,82,65,0,0,0,1,0,Fighting,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
700,Mr. Rime,866,,80,85,110,75,100,70,0,0,0,1,0,Ice,Psychic,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
701,Runerigus,867,,58,95,50,145,105,30,0,0,0,1,0,Ground,Ghost,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
702,Milcery,868,,45,40,50,40,61,34,0,0,0,0,0,Fairy,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
703,Alcremie,869,,65,60,110,75,121,64,0,0,0,1,0,Fairy,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
704,Falinks,870,,65,100,70,100,60,75,0,0,0,1,0,Fighting,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
705,Pincurchin,871,,48,101,91,95,85,15,0,0,0,1,0,Electric,-,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
706,Snom,872,,30,25,45,35,30,20,0,0,0,0,0,Ice,Bug,1.0,4.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0
707,Frosmoth,873,,70,65,125,60,90,65,0,0,0,1,0,Ice,Bug,1.0,4.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0
708,Stonjourner,874,,100,125,20,135,20,70,0,0,0,1,0,Rock,-,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
710,Indeedee (m),876,876-m,60,65,105,55,95,95,0,0,0,1,0,Psychic,Normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
711,Indeedee (f),876,876-f,70,55,95,65,105,85,0,0,0,1,0,Psychic,Normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
712,Morpeko,877,,58,95,70,58,58,97,0,0,0,1,0,Electric,Dark,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
713,Cufant,878,,72,80,40,49,49,40,0,0,0,0,0,Steel,-,1.0,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
714,Copperajah,879,,122,130,80,69,69,30,0,0,0,1,0,Steel,-,1.0,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.5
715,Dracozolt,880,,90,100,80,90,70,75,0,0,0,1,0,Electric,Dragon,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
716,Arctozolt,881,,90,100,90,90,80,55,0,0,0,1,0,Electric,Ice,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
717,Dracovish,882,,90,90,70,100,80,75,0,0,0,1,0,Water,Dragon,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
718,Arctovish,883,,90,90,80,100,90,55,0,0,0,1,0,Water,Ice,1.0,1.0,0.5,2.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
719,Duraludon,884,,70,95,120,115,50,85,0,0,0,1,0,Steel,Dragon,1.0,1.0,0.5,0.5,0.25,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0
